Data Medicao,Dia do Mês,Dia da Semana,Mês,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)"
27/12/2012,27,5,12,0,"32,4","27,108","21,7","69,542",46
28/12/2012,28,6,12,"0,2","32,7","27,467",22,"70,875",48
29/12/2012,29,7,12,"0,4","31,8","27,825","24,6","65,625",47
30/12/2012,30,1,12,1,"31,6","26,896","22,8","71,417",48
31/12/2012,31,2,12,"3,4","31,6","26,821","22,8","73,667",52
01/01/2013,1,3,1,"5,8","30,9","26,688","23,5","76,292",56
02/01/2013,2,4,1,"4,2","27,2","25,063","22,7","86,5",73
03/01/2013,3,5,1,"28,8","31,5","26,413","22,8","77,792",49
04/01/2013,4,6,1,"36,6","31,3","26,467","23,4","81,042",58
05/01/2013,5,7,1,"1,8","30,6","26,663","23,2","76,333",58
06/01/2013,6,1,1,0,"30,8","27,458","24,8","68,708",51
07/01/2013,7,2,1,0,"31,3","27,379","23,6","72,542",57
08/01/2013,8,3,1,0,"30,8","27,467","25,3","67,583",50
09/01/2013,9,4,1,"2,6","31,4","27,142","23,6","71,958",47
10/01/2013,10,5,1,0,"30,8","27,021",23,"70,583",53
11/01/2013,11,6,1,0,"31,9","26,563",21,"71,375",44
12/01/2013,12,7,1,"0,6","31,1","27,233","25,2","71,708",52
13/01/2013,13,1,1,"8,2","29,1","26,271","23,4","80,5",69
14/01/2013,14,2,1,"4,8","30,9","27,542",25,"69,333",50
15/01/2013,15,3,1,"0,4",30,"26,054","22,1","79,375",63
16/01/2013,16,4,1,1,"31,4","26,788","22,8","77,917",58
17/01/2013,17,5,1,0,"31,1","26,458","22,3","77,417",53
18/01/2013,18,6,1,"0,6","31,9","26,858","22,4","78,792",57
19/01/2013,19,7,1,0,"32,3","27,5","22,9","76,333",56
20/01/2013,20,1,1,0,"31,4","28,167","25,9","73,125",57
21/01/2013,21,2,1,0,"32,4","28,15","24,3","73,75",54
22/01/2013,22,3,1,0,"32,5","28,004","23,8","68,833",43
23/01/2013,23,4,1,"0,2","32,7","27,054","21,8","72,042",48
24/01/2013,24,5,1,0,"32,9","27,054","21,9","71,458",48
25/01/2013,25,6,1,0,"32,4","26,033",21,"74,667",46
26/01/2013,26,7,1,0,"32,6","25,692","20,4","75,333",47
27/01/2013,27,1,1,0,"32,9","26,567","20,5","70,708",43
28/01/2013,28,2,1,0,"32,4","26,483","20,6","72,125",43
29/01/2013,29,3,1,0,"32,4","27,088","21,2","70,75",46
30/01/2013,30,4,1,0,"32,1","27,225","22,3","71,333",50
31/01/2013,31,5,1,0,"32,8","27,692","22,1","66,333",43
01/02/2013,1,6,2,0,"32,6","27,817","22,7","67,042",47
02/02/2013,2,7,2,0,"32,1","28,413","25,4","67,083",47
03/02/2013,3,1,2,"0,2","31,8","27,417","25,7","73,167",53
04/02/2013,4,2,2,"0,8","32,5","27,742",24,"68,708",46
05/02/2013,5,3,2,"3,2","31,9","26,846","22,9","74,667",49
06/02/2013,6,4,2,0,"32,7","27,413","22,2",70,45
07/02/2013,7,5,2,"0,6","32,7","27,746","23,4","71,542",45
08/02/2013,8,6,2,"6,8","32,4","27,508",23,"75,708",54
09/02/2013,9,7,2,"0,2","31,8","28,238","26,1","67,375",53
10/02/2013,10,1,2,"0,4",32,"27,004","22,3","73,917",51
11/02/2013,11,2,2,0,"32,3","28,329","25,8","66,25",50
12/02/2013,12,3,2,0,"31,8","27,104","21,9","71,958",55
13/02/2013,13,4,2,0,"32,6","27,529","22,3","71,125",51
14/02/2013,14,5,2,"0,2","31,6","28,113","23,9","70,167",52
15/02/2013,15,6,2,"0,8","32,2","27,858","24,5","68,958",48
16/02/2013,16,7,2,0,"33,2","27,708","21,9","67,25",40
17/02/2013,17,1,2,0,"33,3","27,971","22,8","67,083",45
18/02/2013,18,2,2,"17,6","28,2","26,438","23,8","81,833",72
19/02/2013,19,3,2,"4,2","31,4","27,3","23,3","70,667",51
20/02/2013,20,4,2,"0,6","31,2","26,996","22,9","74,375",57
21/02/2013,21,5,2,"3,6","30,1","27,2",25,"73,375",58
22/02/2013,22,6,2,7,"31,7","27,083",22,"72,958",53
23/02/2013,23,7,2,"0,2","32,2","27,154","22,7","74,458",52
24/02/2013,24,1,2,"1,2",32,"27,879","24,2","70,833",52
25/02/2013,25,2,2,"1,8","31,8","27,829","24,2","69,917",48
26/02/2013,26,3,2,0,"32,1","27,525","22,3","69,167",44
27/02/2013,27,4,2,0,"32,5","27,45","22,2","71,5",46
28/02/2013,28,5,2,0,"33,1","28,542",26,68,46
01/03/2013,1,6,3,0,"32,4","28,313","25,7","66,042",45
02/03/2013,2,7,3,1,33,"28,525","25,8","70,167",51
03/03/2013,3,1,3,"0,2","31,5","28,017","24,6","70,042",54
04/03/2013,4,2,3,34,"29,8","25,958","23,9","88,542",73
05/03/2013,5,3,3,"13,2","31,5","27,958",25,"74,792",60
06/03/2013,6,4,3,1,"31,7","27,6","24,6","76,375",56
07/03/2013,7,5,3,"0,2","31,2","27,6","23,8","68,75",51
08/03/2013,8,6,3,0,"31,1","26,854","22,5","74,375",58
09/03/2013,9,7,3,"0,6","31,3","27,213","22,7","76,5",56
10/03/2013,10,1,3,"1,6","31,1","27,163","24,1","80,375",59
11/03/2013,11,2,3,"0,2","32,1","28,45","26,3","70,292",52
12/03/2013,12,3,3,0,"32,4","27,238",22,"74,25",47
13/03/2013,13,4,3,0,"32,8","28,704","26,7","68,042",48
14/03/2013,14,5,3,20,"31,3","27,283","23,9","74,542",56
15/03/2013,15,6,3,"7,6","30,4","26,875","23,6","76,292",61
16/03/2013,16,7,3,"0,2","31,1","27,463","22,9","72,958",57
17/03/2013,17,1,3,"0,2","31,6","27,004","23,4","77,417",56
18/03/2013,18,2,3,"7,8",30,"26,629","24,9","81,042",64
19/03/2013,19,3,3,"9,8","32,5","27,129","23,4","77,833",50
20/03/2013,20,4,3,0,"31,7","27,254","24,5","77,833",57
21/03/2013,21,5,3,0,"31,9","27,008","22,2","75,792",56
22/03/2013,22,6,3,0,"32,3","27,421","22,3",73,53
23/03/2013,23,7,3,"0,6","32,1","27,142","23,1",77,50
24/03/2013,24,1,3,0,"31,5","27,167","22,5","73,125",51
25/03/2013,25,2,3,0,"32,4","27,279","22,1","73,208",52
26/03/2013,26,3,3,0,"32,7","27,75","23,2","71,5",49
27/03/2013,27,4,3,0,"32,9",null,"23,2","68,55",41
28/03/2013,28,5,3,null,null,null,null,null,50
29/03/2013,29,6,3,0,"33,4","28,913","24,1","66,292",49
30/03/2013,30,7,3,0,"32,9","27,963","24,3","65,875",47
31/03/2013,31,1,3,0,"32,4","28,033","24,6","64,292",42
01/04/2013,1,2,4,"0,8","32,6","26,908","23,1","73,042",43
02/04/2013,2,3,4,"4,6","30,5","25,646","21,6","80,333",58
03/04/2013,3,4,4,1,"32,1","26,621","22,5","76,75",45
04/04/2013,4,5,4,"0,2",33,"28,038","23,2","69,375",50
05/04/2013,5,6,4,0,"33,2","27,871","22,2","68,583",43
06/04/2013,6,7,4,0,"32,4","27,521","22,9","72,917",54
07/04/2013,7,1,4,0,"33,7","27,675","22,4","72,5",49
08/04/2013,8,2,4,0,"33,4","27,554","22,2","73,25",45
09/04/2013,9,3,4,0,"32,9","28,225","26,3","69,417",51
10/04/2013,10,4,4,0,"31,7","26,675","22,1","77,167",55
11/04/2013,11,5,4,"1,2","31,9","27,046","23,3",79,58
12/04/2013,12,6,4,"0,4","33,1","27,546",22,"72,667",47
13/04/2013,13,7,4,3,"31,6","26,771",23,"78,708",59
14/04/2013,14,1,4,"1,2","32,9","27,296","22,8","75,833",53
15/04/2013,15,2,4,0,"33,3","27,917","22,9","71,5",50
16/04/2013,16,3,4,0,"33,3","27,15","21,5","71,958",44
17/04/2013,17,4,4,0,"34,1","27,342","21,7","74,458",51
18/04/2013,18,5,4,0,"33,1","28,433","24,1","73,542",53
19/04/2013,19,6,4,"4,6",31,"26,467","24,5","85,167",64
20/04/2013,20,7,4,"37,8","32,1","26,583","23,4","80,625",51
21/04/2013,21,1,4,"0,4","31,4","26,446","22,5","78,625",54
22/04/2013,22,2,4,24,"30,8","26,046","23,3","80,667",55
23/04/2013,23,3,4,"0,4","31,1","25,863","22,5","82,417",59
24/04/2013,24,4,4,"50,2","29,6","24,9","23,3","90,708",69
25/04/2013,25,5,4,"16,2","31,3","25,925","21,9","80,708",54
26/04/2013,26,6,4,"1,6","30,9","27,446","24,8","76,417",57
27/04/2013,27,7,4,"3,8","30,3","25,675","23,4","84,667",61
28/04/2013,28,1,4,"8,8","29,2","24,904","23,5","90,625",71
29/04/2013,29,2,4,"31,6","28,5","24,608","22,2","91,625",75
30/04/2013,30,3,4,"37,2","30,9","25,758","22,3","87,083",60
01/05/2013,1,4,5,"10,4","30,7","25,533","22,5","85,917",61
02/05/2013,2,5,5,10,"30,3","25,7","22,2","81,667",57
03/05/2013,3,6,5,"0,6","30,5","25,813","21,9","79,792",52
04/05/2013,4,7,5,0,"30,4","25,733","21,3","76,083",52
05/05/2013,5,1,5,"0,2","30,4","26,279","22,4","77,5",58
06/05/2013,6,2,5,"2,8","31,1","25,146","20,6","79,208",52
07/05/2013,7,3,5,"0,2","31,6","26,346","21,8","81,625",59
08/05/2013,8,4,5,0,"31,9","27,579","23,2","76,25",55
09/05/2013,9,5,5,0,"31,2","26,408","23,4","82,042",59
10/05/2013,10,6,5,"3,8","30,7","25,371","22,4","85,667",57
11/05/2013,11,7,5,"20,4",30,"25,867","22,4","81,958",60
12/05/2013,12,1,5,"0,2","30,1","25,429","21,6",80,58
13/05/2013,13,2,5,"0,4","29,9","24,967","21,1","85,125",62
14/05/2013,14,3,5,8,"30,3","26,204","23,5","78,542",62
15/05/2013,15,4,5,"1,8","30,2","24,854","21,7","87,083",62
16/05/2013,16,5,5,8,"30,4","25,813","21,9","84,583",63
17/05/2013,17,6,5,"119,8","25,8","24,513","23,5","95,417",91
18/05/2013,18,7,5,"34,2","29,3","25,221","23,4","87,958",70
19/05/2013,19,1,5,"4,6","29,6","24,896","21,7","82,292",56
20/05/2013,20,2,5,"0,6","30,1","25,3","21,3","81,917",62
21/05/2013,21,3,5,"1,4","29,4","25,392","23,1","84,042",63
22/05/2013,22,4,5,"0,2","30,2","25,217","21,3","82,042",55
23/05/2013,23,5,5,0,"29,8","24,925","21,1","84,333",61
24/05/2013,24,6,5,"10,4","30,3","26,029","23,4","86,333",66
25/05/2013,25,7,5,"27,4","30,3","26,117",23,"86,5",69
26/05/2013,26,1,5,"0,6","29,7","25,479","22,7","86,875",66
27/05/2013,27,2,5,16,"29,1","25,321","22,4",89,71
28/05/2013,28,3,5,27,"29,7","25,204","23,1","87,5",63
29/05/2013,29,4,5,"5,4","30,5","25,283",22,"83,708",55
30/05/2013,30,5,5,"9,2","30,9","25,238","21,9","84,542",55
31/05/2013,31,6,5,5,"29,7","25,167","22,6","82,417",51
01/06/2013,1,7,6,"2,8","29,7","24,396",21,"84,708",59
02/06/2013,2,1,6,28,"26,9","23,75","22,3","91,917",80
03/06/2013,3,2,6,"4,2","30,4","24,963","21,3","84,167",58
04/06/2013,4,3,6,"4,2","28,2","23,975","21,7","91,792",74
05/06/2013,5,4,6,"55,4","29,5","25,046","22,7","89,792",71
06/06/2013,6,5,6,"4,8","29,9","25,25","22,2","83,583",57
07/06/2013,7,6,6,3,"30,1","24,854","20,1","81,875",55
08/06/2013,8,7,6,25,"27,9","24,229","22,7","92,083",75
09/06/2013,9,1,6,"51,6","29,1","24,379","22,4","86,333",63
10/06/2013,10,2,6,"3,8","30,1","24,392","20,8","84,958",62
11/06/2013,11,3,6,"0,4","29,6","24,875","21,3","84,042",62
12/06/2013,12,4,6,41,"26,1","24,058","22,7","93,5",85
13/06/2013,13,5,6,"45,8","27,4","24,171",23,"92,958",81
14/06/2013,14,6,6,"63,2","28,9","24,683",22,"87,833",68
15/06/2013,15,7,6,"0,2","30,2","24,888","21,4","84,5",61
16/06/2013,16,1,6,0,"29,7","24,513","21,2","87,917",65
17/06/2013,17,2,6,"25,8","29,5","25,254","21,8","83,542",60
18/06/2013,18,3,6,"0,2","29,5","24,558",21,"87,333",67
19/06/2013,19,4,6,"15,4","29,2","25,025","22,7","86,167",62
20/06/2013,20,5,6,4,"29,3","25,088","22,2","84,375",61
21/06/2013,21,6,6,"11,2","29,1","24,5","22,9","90,125",68
22/06/2013,22,7,6,"57,4","29,5","25,554","23,2","82,5",65
23/06/2013,23,1,6,0,"29,2","24,608","20,3","80,292",57
24/06/2013,24,2,6,0,"29,1","24,167","19,8","79,542",52
25/06/2013,25,3,6,"0,4","28,7","23,132","20,4","90,273",64
26/06/2013,26,4,6,"3,4",29,"24,425","21,7",85,61
27/06/2013,27,5,6,"9,4","28,6","24,304","22,1","88,875",67
28/06/2013,28,6,6,"9,4",28,"24,225","22,2","89,917",70
29/06/2013,29,7,6,"3,6",29,"24,608","21,8","84,458",62
30/06/2013,30,1,6,0,"28,8","23,717","19,7",83,56
01/07/2013,1,2,7,"1,2","29,4","24,196","19,7","82,958",57
02/07/2013,2,3,7,26,"24,1","23,392","22,7","95,292",92
03/07/2013,3,4,7,"54,6","26,6","23,538","22,3","93,125",79
04/07/2013,4,5,7,22,"29,1","24,367","21,8","85,917",66
05/07/2013,5,6,7,"3,8","29,1","24,138","20,9","82,5",57
06/07/2013,6,7,7,"11,2","28,4","23,958","20,7","86,458",68
07/07/2013,7,1,7,"0,8","28,4","23,913","21,4","85,042",61
08/07/2013,8,2,7,7,"27,9","23,208","20,1","90,292",70
09/07/2013,9,3,7,"4,6","26,7","23,65","22,2","88,958",73
10/07/2013,10,4,7,11,28,"24,008","19,7","75,375",54
11/07/2013,11,5,7,"16,6","25,9","22,633","20,7","91,208",68
12/07/2013,12,6,7,"34,8","28,9","24,792","22,1","87,125",68
13/07/2013,13,7,7,"20,6","28,9","24,263","22,6","91,25",67
14/07/2013,14,1,7,"27,2","26,7","24,196","22,9","90,708",78
15/07/2013,15,2,7,"25,4",29,"23,95","20,1","82,042",54
16/07/2013,16,3,7,0,"28,1","23,733","20,3","85,167",61
17/07/2013,17,4,7,"2,4","27,2","23,671","21,4","87,292",69
18/07/2013,18,5,7,"25,8","26,9","23,283","21,5","92,417",78
19/07/2013,19,6,7,14,"28,5","24,939","22,7","81,391",61
20/07/2013,20,7,7,"1,8","26,8","23,371","20,5","87,875",66
21/07/2013,21,1,7,18,"27,8","24,254","22,3","90,708",75
22/07/2013,22,2,7,"12,4","28,6","24,858","22,5","82,458",60
23/07/2013,23,3,7,"5,6","29,5","24,958","21,9","75,167",38
24/07/2013,24,4,7,"0,2","30,3","24,767","21,5","82,292",58
25/07/2013,25,5,7,12,"29,6","24,892","21,6",85,60
26/07/2013,26,6,7,"26,4","28,5","23,704","21,9","89,25",62
27/07/2013,27,7,7,"0,8","28,3","23,488","20,1","82,167",56
28/07/2013,28,1,7,"1,2","29,4","24,588","20,7","76,125",44
29/07/2013,29,2,7,"9,2","28,7","24,117","21,9","82,583",58
30/07/2013,30,3,7,"0,6","24,9","21,908","19,6","89,417",74
31/07/2013,31,4,7,"14,2","27,7","23,192","19,3","84,875",66
01/08/2013,1,5,8,"4,8","28,2","23,729","20,3","84,083",60
02/08/2013,2,6,8,"0,8","28,3","25,208","21,6","69,583",55
03/08/2013,3,7,8,0,"28,7","23,35","19,5","82,292",60
04/08/2013,4,1,8,"0,4","28,9","23,392","18,9","80,375",49
05/08/2013,5,2,8,1,"28,9","23,821","19,6","85,292",65
06/08/2013,6,3,8,"0,2","28,5","25,7","22,6","72,708",61
07/08/2013,7,4,8,"0,6","28,6","25,129","21,3","68,917",46
08/08/2013,8,5,8,"1,8","27,9","23,158",20,"84,25",61
09/08/2013,9,6,8,"7,6","28,3","24,154","21,8","87,042",68
10/08/2013,10,7,8,"6,4","28,2","25,117","22,2","77,167",63
11/08/2013,11,1,8,"0,4","28,7","24,083","19,6","78,542",56
12/08/2013,12,2,8,"0,6",29,"24,175","20,5","81,708",58
13/08/2013,13,3,8,"6,4","28,3","24,471",21,"82,292",62
14/08/2013,14,4,8,52,"26,5","23,608","22,3","90,083",73
15/08/2013,15,5,8,"11,8","28,2","24,138","20,7","82,333",58
16/08/2013,16,6,8,"0,4","29,1","24,133","20,1","82,667",53
17/08/2013,17,7,8,1,"27,9","23,95","21,3","86,125",64
18/08/2013,18,1,8,"53,8","23,9","22,408","21,7","94,417",88
19/08/2013,19,2,8,"21,6","26,9","22,992","20,3","87,583",69
20/08/2013,20,3,8,"8,8","27,7","23,733","20,9","84,208",61
21/08/2013,21,4,8,"2,6",28,"23,825","20,5","83,083",62
22/08/2013,22,5,8,"7,4","28,2","23,838","20,3","85,792",64
23/08/2013,23,6,8,8,28,"24,383","21,4","79,667",58
24/08/2013,24,7,8,"0,2","28,6","25,263","22,7","75,958",60
25/08/2013,25,1,8,"1,8","28,3","25,017","21,8","78,083",60
26/08/2013,26,2,8,"0,2","27,9","24,139","21,3","84,609",61
27/08/2013,27,3,8,"5,8","28,5","24,825","22,8","80,625",57
28/08/2013,28,4,8,0,"28,5","24,358","20,3","83,958",65
29/08/2013,29,5,8,0,"28,4","25,788","24,5","79,083",64
30/08/2013,30,6,8,"15,2","27,9","24,288","22,3","86,542",71
31/08/2013,31,7,8,"3,8","26,9","24,8","22,9","79,625",71
01/09/2013,1,1,9,"2,6","27,5","24,5","23,2","78,458",64
02/09/2013,2,2,9,"10,6","27,2","24,546","21,7","78,208",64
03/09/2013,3,3,9,"4,6","27,7","24,113","20,8","83,083",66
04/09/2013,4,4,9,"26,8","29,1","24,696","22,1","84,375",66
05/09/2013,5,5,9,"0,2","28,8","25,083","22,4","81,042",64
06/09/2013,6,6,9,"0,4","28,9","25,213","22,1","77,917",59
07/09/2013,7,7,9,"6,8","28,1","24,758",22,"78,875",65
08/09/2013,8,1,9,"4,4","27,1","23,596","21,4","85,458",67
09/09/2013,9,2,9,"14,4","28,5","24,063","21,2","83,417",61
10/09/2013,10,3,9,29,"26,7","23,042","21,5","86,583",63
11/09/2013,11,4,9,"4,6","27,9","23,658","19,1","74,5",50
12/09/2013,12,5,9,"6,8","26,2","22,104","19,7",89,70
13/09/2013,13,6,9,"13,8","28,5","23,692","20,2","86,792",66
14/09/2013,14,7,9,"2,4","28,6","25,271",23,"82,042",67
15/09/2013,15,1,9,"1,6",29,"25,533","22,5","77,167",59
16/09/2013,16,2,9,"5,2","28,8","25,313","22,2","78,125",57
17/09/2013,17,3,9,0,30,"25,3","22,8","80,333",58
18/09/2013,18,4,9,"2,6",29,"25,438","22,7",81,62
19/09/2013,19,5,9,"1,2","28,6","25,679",23,72,56
20/09/2013,20,6,9,"0,2","28,7","25,154","21,2","71,167",56
21/09/2013,21,7,9,0,"28,5","24,779","22,7","80,625",63
22/09/2013,22,1,9,"2,8",29,"24,771","22,1",85,62
23/09/2013,23,2,9,"2,6",29,"25,463","22,6","75,792",53
24/09/2013,24,3,9,0,"29,2","24,504","20,8","80,333",60
25/09/2013,25,4,9,0,"30,2","24,8","20,2","77,667",54
26/09/2013,26,5,9,0,"30,5","25,388","20,4","77,792",51
27/09/2013,27,6,9,"0,2","29,2","25,513","22,8","79,75",65
28/09/2013,28,7,9,"0,8","29,5","24,738","20,7","80,292",59
29/09/2013,29,1,9,0,"29,7","25,708","22,1","74,292",57
30/09/2013,30,2,9,"5,2","28,2","23,617",21,"86,667",62
01/10/2013,1,3,10,"4,6","28,9","24,438","20,8","80,625",61
02/10/2013,2,4,10,"0,6","29,9","25,375","20,2","75,833",54
03/10/2013,3,5,10,"3,4","29,3","25,604","22,4","75,333",54
04/10/2013,4,6,10,0,"29,3","24,904","21,3","79,625",60
05/10/2013,5,7,10,"0,8","30,1","25,671","22,2","77,875",54
06/10/2013,6,1,10,0,"30,9","25,346","20,7","78,833",54
07/10/2013,7,2,10,0,"29,7","26,5","23,2","73,375",59
08/10/2013,8,3,10,"0,2","30,1","26,242","22,8","72,25",55
09/10/2013,9,4,10,"11,2","29,4","25,533","22,2","76,083",60
10/10/2013,10,5,10,0,"29,1","25,725","21,9","73,75",58
11/10/2013,11,6,10,"0,4","29,8","25,592","21,9","75,833",56
12/10/2013,12,7,10,14,29,"24,796",22,"82,292",62
13/10/2013,13,1,10,"0,4","29,6","25,675","22,4","75,583",54
14/10/2013,14,2,10,"3,4","29,6",25,21,"79,292",60
15/10/2013,15,3,10,"11,4","28,8","24,771","21,8","83,75",65
16/10/2013,16,4,10,"16,8","29,1","25,292","22,4","78,833",61
17/10/2013,17,5,10,4,"29,3","25,475","22,6","79,542",60
18/10/2013,18,6,10,0,30,"25,933","23,2","76,292",61
19/10/2013,19,7,10,"0,2","30,5","25,958","21,2","73,833",48
20/10/2013,20,1,10,0,"31,2","25,479","20,9","79,042",55
21/10/2013,21,2,10,2,30,"26,638","24,2","70,75",52
22/10/2013,22,3,10,0,"30,3","26,317","23,7",71,53
23/10/2013,23,4,10,0,"29,9","26,096","24,1","73,167",57
24/10/2013,24,5,10,"27,6","30,9","25,025","22,6","83,333",60
25/10/2013,25,6,10,"3,4","29,4","25,429",22,"71,792",48
26/10/2013,26,7,10,"0,8","29,7","25,113","21,4","74,708",54
27/10/2013,27,1,10,"31,2","29,2","24,788","21,6","77,125",54
28/10/2013,28,2,10,"0,2","29,7","25,725","21,8","71,083",53
29/10/2013,29,3,10,0,"30,1","25,892","22,5","66,625",46
30/10/2013,30,4,10,"1,4","29,8","25,725","21,9","69,083",49
31/10/2013,31,5,10,"0,4","30,2","25,958","21,8","64,625",41
01/11/2013,1,6,11,0,"29,5","25,213","22,6","70,625",50
02/11/2013,2,7,11,"27,6","29,1","25,217","22,9","77,125",55
03/11/2013,3,1,11,"1,6","30,3","25,542","22,1","74,042",50
04/11/2013,4,2,11,"11,2","30,3","25,454","20,5","71,5",49
05/11/2013,5,3,11,0,"29,6","26,529","24,2","68,417",53
06/11/2013,6,4,11,0,"30,1","26,354","23,1","68,167",46
07/11/2013,7,5,11,"1,2","29,8","25,967","22,5","67,667",46
08/11/2013,8,6,11,0,"30,7","25,863","22,2","67,208",43
09/11/2013,9,7,11,0,"30,4","27,171","25,1","60,833",42
10/11/2013,10,1,11,1,"30,2","26,763","24,5","64,208",47
11/11/2013,11,2,11,0,"30,3","26,725","22,4","61,125",38
12/11/2013,12,3,11,0,"30,9","27,038","24,2","60,583",38
13/11/2013,13,4,11,"0,2","30,9","26,846","24,2","60,5",39
14/11/2013,14,5,11,"0,8","30,1","26,425","22,5","60,792",41
15/11/2013,15,6,11,0,"29,8","26,379","24,1","57,042",39
16/11/2013,16,7,11,0,"29,5","26,05","23,9","59,375",40
17/11/2013,17,1,11,0,"29,8","25,913","22,1","64,375",44
18/11/2013,18,2,11,"2,6","30,1","26,254",23,"65,042",46
19/11/2013,19,3,11,0,"30,2","26,617",24,"62,75",46
20/11/2013,20,4,11,"0,2",29,"24,829","24,2","74,958",53
21/11/2013,21,5,11,"29,2","28,9","24,775",22,"74,708",51
22/11/2013,22,6,11,"0,4",30,"25,183","21,6","72,417",48
23/11/2013,23,7,11,0,"30,3","25,908","22,4","69,667",50
24/11/2013,24,1,11,"0,8","30,8","26,4","22,1","68,375",48
25/11/2013,25,2,11,0,"30,7","26,992","24,7","64,667",45
26/11/2013,26,3,11,0,"30,2","25,996","21,5","66,5",44
27/11/2013,27,4,11,0,31,"26,633","22,9","61,542",41
28/11/2013,28,5,11,0,"30,5","26,163","21,3","64,583",45
29/11/2013,29,6,11,"0,2","30,6","26,608","23,9","62,583",43
30/11/2013,30,7,11,2,"30,8","26,2","24,1","67,333",39
01/12/2013,1,1,12,4,"29,8","25,721","22,3","71,792",50
02/12/2013,2,2,12,2,"30,3","26,129","22,7","70,75",49
03/12/2013,3,3,12,0,"31,3","26,325","21,7","68,542",44
04/12/2013,4,4,12,0,"31,8","26,729","21,8","66,958",42
05/12/2013,5,5,12,0,"31,6","27,113","22,8","63,167",40
06/12/2013,6,6,12,0,"31,2","26,704","21,9","66,625",43
07/12/2013,7,7,12,0,32,"27,167","22,7","64,792",43
08/12/2013,8,1,12,0,"31,2","27,113","22,9","64,417",46
09/12/2013,9,2,12,0,"30,8","26,513","22,6","63,5",45
10/12/2013,10,3,12,0,"31,5","26,279","20,3","62,333",34
11/12/2013,11,4,12,0,"32,1","27,083","22,2","60,208",34
12/12/2013,12,5,12,0,"31,7","26,558","21,2","64,833",39
13/12/2013,13,6,12,0,"32,6","27,125","22,2","64,75",38
14/12/2013,14,7,12,0,"32,3","27,725","24,6","61,833",40
15/12/2013,15,1,12,0,"31,7","27,383","22,4","60,542",38
16/12/2013,16,2,12,0,"32,2","27,104","21,8","60,167",35
17/12/2013,17,3,12,"0,4","30,1","26,904","24,6","64,833",52
18/12/2013,18,4,12,2,"29,7","27,15","24,8","64,25",52
19/12/2013,19,5,12,"109,6",27,"23,879","22,4","84,292",65
20/12/2013,20,6,12,"42,4","28,7","25,254",23,"77,75",57
21/12/2013,21,7,12,"0,2","31,4","26,488","22,6","69,292",40
22/12/2013,22,1,12,"4,2","30,7","26,996","23,7",70,50
23/12/2013,23,2,12,"3,6","30,1","26,721","23,6","69,125",52
24/12/2013,24,3,12,1,"31,1","27,138",24,"65,875",43
25/12/2013,25,4,12,0,31,"27,375","24,1","65,625",46
26/12/2013,26,5,12,0,"30,5","27,196","23,8","65,667",47
27/12/2013,27,6,12,0,"30,4","27,488","25,6","65,958",51
28/12/2013,28,7,12,0,"30,3","27,108","24,8","65,167",46
29/12/2013,29,1,12,0,"31,2","26,458","22,4","69,042",45
30/12/2013,30,2,12,"0,6",31,"27,35","24,8","62,208",41
31/12/2013,31,3,12,"4,8","30,8","26,242","22,1","68,833",43
01/01/2014,1,4,1,0,"30,7","27,292","25,2","62,917",46
02/01/2014,2,5,1,0,"30,9","27,025",23,"62,375",41
03/01/2014,3,6,1,0,31,"26,879","22,7","59,375",37
04/01/2014,4,7,1,0,"30,7","25,492","20,4","67,667",47
05/01/2014,5,1,1,"0,2","30,3","25,421","21,1","69,958",39
06/01/2014,6,2,1,"14,4","29,8","25,475","22,3","71,917",48
07/01/2014,7,3,1,"0,2",30,"26,117","22,9","63,75",41
08/01/2014,8,4,1,0,"30,6","25,55","21,1","68,833",41
09/01/2014,9,5,1,1,"26,7","23,608",21,"82,833",64
10/01/2014,10,6,1,"31,8","30,7","25,629","21,6","73,875",51
11/01/2014,11,7,1,"0,2","29,7","24,3",21,"78,708",53
12/01/2014,12,1,1,17,"29,8","24,667","22,3","78,708",51
13/01/2014,13,2,1,5,"30,5","25,783","22,1",73,51
14/01/2014,14,3,1,0,"30,1","26,029","22,4","72,583",54
15/01/2014,15,4,1,"6,6",30,"26,229","22,2","67,375",44
16/01/2014,16,5,1,0,"30,7","25,729","21,5","69,875",44
17/01/2014,17,6,1,0,31,"26,546","22,2","69,958",47
18/01/2014,18,7,1,"7,6","31,4","27,488","24,2","68,917",49
19/01/2014,19,1,1,2,"31,7","27,263","23,5","66,042",44
20/01/2014,20,2,1,0,"31,7","27,317","22,9","62,083",36
21/01/2014,21,3,1,0,"31,4","25,979","20,1","66,125",42
22/01/2014,22,4,1,0,"30,7","26,867","23,4","62,167",40
23/01/2014,23,5,1,3,"30,5","26,546","23,1","68,208",49
24/01/2014,24,6,1,0,"30,8","26,683","21,5","64,417",46
25/01/2014,25,7,1,0,30,"24,7","21,4","76,792",52
26/01/2014,26,1,1,"6,4","30,6","25,754","21,8","74,667",47
